2020年12月1日 至 2020年12月31日 的交易一览
交易： 178

日期	订单编号	SKU	交易类型	付款类型	付款详情	金额	数量	商品名称
2020-12-17	111-1755163-7813034	AN-US-RB27	退款	商品价格		US$-64.99	1	JOISCOPE Portable Shoe Storage Organzier Tower, Modular Cabinet Shelving for Space Saving, Shoe Rack Shelves for Shoes, Boots, Slippers (2x7-tier)
2020-12-17	111-1755163-7813034	AN-US-RB27	退款	其他	商品税：	US$-5.26		JOISCOPE Portable Shoe Storage Organzier Tower, Modular Cabinet Shelving for Space Saving, Shoe Rack Shelves for Shoes, Boots, Slippers (2x7-tier)
2020-12-17	113-5948269-0165003	AN-US-BMW8	退款	亚马逊所收费用	商品价格的销售佣金：	US$0.75		MEGAFUTURE Wood Pattern Portable Wardrobe Closet for Hanging Clothes, Combination Armoire, Modular Cabinet for Space Saving, Ideal Storage Organizer C
2020-12-17	113-5948269-0165003	AN-US-BMW8	退款	亚马逊所收费用	退款管理费用：	US$-0.15		MEGAFUTURE Wood Pattern Portable Wardrobe Closet for Hanging Clothes, Combination Armoire, Modular Cabinet for Space Saving, Ideal Storage Organizer C
2020-12-17	113-5948269-0165003	AN-US-BMW8	退款	商品价格		US$-5.00	1	MEGAFUTURE Wood Pattern Portable Wardrobe Closet for Hanging Clothes, Combination Armoire, Modular Cabinet for Space Saving, Ideal Storage Organizer C
2020-12-17	113-5948269-0165003	AN-US-BMW8	退款	其他	商品税：	US$-0.40		MEGAFUTURE Wood Pattern Portable Wardrobe Closet for Hanging Clothes, Combination Armoire, Modular Cabinet for Space Saving, Ideal Storage Organizer C
2020-12-16	111-8312088-5449027	AN-US-BMW12	退款	亚马逊所收费用	商品价格的销售佣金：	US$10.50		MEGAFUTURE Plastic Wardrobe, Portable Wardrobe with Wood Grain Pattern,Closet for Hanging ClothesCombination Armoire, Modular Cabinet for Space Saving
2020-12-16	111-8312088-5449027	AN-US-BMW12	退款	亚马逊所收费用	退款管理费用：	US$-2.10		MEGAFUTURE Plastic Wardrobe, Portable Wardrobe with Wood Grain Pattern,Closet for Hanging ClothesCombination Armoire, Modular Cabinet for Space Saving
2020-12-16	111-8312088-5449027	AN-US-BMW12	退款	商品价格		US$-69.99	1	MEGAFUTURE Plastic Wardrobe, Portable Wardrobe with Wood Grain Pattern,Closet for Hanging ClothesCombination Armoire, Modular Cabinet for Space Saving
2020-12-16	111-8312088-5449027	AN-US-BMW12	退款	其他	商品税：	US$-5.77		MEGAFUTURE Plastic Wardrobe, Portable Wardrobe with Wood Grain Pattern,Closet for Hanging ClothesCombination Armoire, Modular Cabinet for Space Saving
2020-12-16	113-0437249-1925840	AN-US-RB27	退款	亚马逊所收费用	商品价格的销售佣金：	US$9.75		JOISCOPE Portable Shoe Storage Organzier Tower, Modular Cabinet Shelving for Space Saving, Shoe Rack Shelves for Shoes, Boots, Slippers (2x7-tier)
2020-12-16	113-0437249-1925840	AN-US-RB27	退款	亚马逊所收费用	退款管理费用：	US$-1.95		JOISCOPE Portable Shoe Storage Organzier Tower, Modular Cabinet Shelving for Space Saving, Shoe Rack Shelves for Shoes, Boots, Slippers (2x7-tier)
